Year,Region,Crop,Area_hectares,Yield_t_per_ha,Winter_Tmax,Spring_Tmax,Summer_Tmax,Autumn_Tmax,Winter_Tmin,Spring_Tmin,Summer_Tmin,Autumn_Tmin,Spring_Temp_Mean,Summer_Temp_Mean,Flowering_Temp,Grain_Filling_Temp,Summer_Tmax_Peak,Spring_Tmin_Coldest,Spring_Temp_Range,Summer_Temp_Range,Spring_GDD,Summer_GDD,Winter_Rain,Spring_Rain,Summer_Rain,Autumn_Rain,Planting_Rain,Grain_Filling_Rain,Harvest_Rain,Annual_Rain,Rain_Deviation_from_Optimal,Spring_Rain_Squared,Summer_Rain_Squared,Winter_Sun,Spring_Sun,Summer_Sun,Autumn_Sun,Grain_Filling_Sun,Flowering_Sun,Summer_Sun_per_Rain,Winter_Frost,Spring_Frost,Autumn_Frost,Late_Spring_Frost,Spring_Temp_x_Rain,Summer_Temp_x_Rain,Summer_Temp_x_Sun,Heat_Stress,Cold_Spring,Extreme_Summer_Rain,Drought_Spring,Nitrogen_kg_ha,Phosphorus_kg_ha
2006,Scotland,Winter_Barley,53762,7.7,6.3,9.4,18.1,12.800000000000002,0.7666666666666666,1.9666666666666668,9.733333333333333,6.6000000000000005,5.683333333333334,13.916666666666664,10.8,14.5,20.4,-0.5,7.433333333333334,8.366666666666665,4.6,26.75,454.3,361.3,241.9,582.6999999999999,582.6999999999999,167.1,246.2,1640.2,103.20000000000005,130537.69,58515.609999999986,133.4,422.2999999999999,475.5,226.5,304.5,356.2,1.9656883009508064,34.0,26.4,4.5,9.7,2053.3883333333333,3366.4416666666657,8606.55,0,1,0,0,59.00017647058824,6.033823529411765
2007,Scotland,Winter_Barley,52625,7.3,6.733333333333333,11.566666666666668,16.0,11.8,1.133333333333333,3.6666666666666665,8.966666666666667,5.566666666666666,7.616666666666667,12.483333333333334,10.425,12.7,16.3,1.7,7.900000000000002,7.033333333333333,7.85,22.450000000000003,511.4,318.3,382.0,354.79999999999995,354.79999999999995,272.4,238.7,1566.4999999999998,200.29999999999995,101314.89,145924.0,128.6,481.5,373.6,219.7,249.0,303.9,0.9780104712041884,33.0,12.6,7.5,4.0,2424.385,4768.633333333334,5977.6,0,0,1,0,59.295,5.751411764705883
2008,Scotland,Winter_Barley,57612,7.4,6.366666666666667,10.533333333333331,16.566666666666666,10.766666666666666,0.1999999999999999,2.8666666666666667,9.433333333333332,4.633333333333334,6.7,13.0,11.05,13.825,17.7,0.4,7.666666666666666,7.133333333333335,6.5,24.0,570.0,288.8,370.7000000000001,487.2,487.2,263.20000000000005,262.6,1716.6999999999998,159.5,83405.44,137418.49000000002,130.8,469.3,376.1,216.7,232.2,353.20000000000005,1.0145670353385483,41.900000000000006,23.1,14.1,9.5,1934.96,4819.1,6230.723333333333,0,0,1,0,58.88229411764706,5.520352941176471
2009,Scotland,Winter_Barley,45149,7.1,4.833333333333333,11.266666666666666,17.066666666666666,11.633333333333333,-0.7999999999999999,3.4333333333333336,9.333333333333334,5.833333333333333,7.35,13.2,10.775,13.7,17.7,1.5,7.833333333333332,7.7333333333333325,7.15,24.6,349.7,349.40000000000003,425.6,554.0,554.0,354.9,327.5,1678.6999999999998,275.0,122080.36000000004,181135.36,114.9,464.0,485.4,222.49999999999997,283.6,411.8,1.1405075187969924,51.599999999999994,13.3,7.4,4.2,2568.09,5617.92,8284.16,0,0,1,0,56.09473372781065,3.331775147928994
2010,Scotland,Winter_Barley,48010,7.0,2.733333333333333,10.3,16.633333333333336,10.433333333333332,-3.366666666666667,2.3000000000000003,9.066666666666666,4.266666666666667,6.300000000000001,12.85,10.575,12.9,17.0,0.3,8.0,7.56666666666667,5.05,23.55,237.1,236.3,306.7,465.6,465.6,267.2,254.8,1245.7,43.0,55837.69,94064.89,146.9,433.0,409.8,248.5,254.6,343.79999999999995,1.3361591131398762,67.0,24.299999999999997,19.0,11.1,1488.6900000000005,3941.095,6816.340000000001,0,0,0,0,60.14301775147929,4.752307692307692
2011,Scotland,Winter_Barley,45477,7.1,5.733333333333334,11.533333333333331,15.766666666666666,12.533333333333331,0.2333333333333333,3.766666666666667,8.066666666666668,6.766666666666667,7.65,11.916666666666668,10.075,12.45,17.0,1.1,7.766666666666666,7.699999999999997,8.450000000000001,20.75,562.5999999999999,369.9,360.9,569.4,569.4,261.4,350.29999999999995,1862.8,230.79999999999995,136826.00999999998,130248.80999999998,118.9,439.6,394.1,205.4,257.29999999999995,312.0,1.0919922416181769,43.1,13.7,3.2,2.7,2829.735,4300.725,6213.643333333333,0,0,1,0,60.83821428571429,4.971547619047619
2012,Scotland,Winter_Barley,42816,6.5,5.966666666666666,10.933333333333332,15.633333333333336,10.1,0.6666666666666666,2.9,8.566666666666666,3.8333333333333335,6.916666666666666,12.1,9.65,12.875,17.3,1.3,8.033333333333331,7.066666666666668,5.800000000000001,21.3,499.7,254.4,386.5,455.6,455.6,260.2,280.8,1596.2,140.89999999999998,64719.36,149382.25,122.0,447.1,343.0,244.5,234.1,312.0,0.88745148771022,38.8,19.5,16.9,14.9,1759.6,4676.650000000001,5362.233333333334,0,0,1,0,59.53547619047619,4.883928571428571
2013,Scotland,Winter_Barley,42694,6.6,5.966666666666666,8.433333333333334,17.633333333333336,11.3,0.7333333333333334,1.2666666666666668,9.466666666666669,5.166666666666667,4.8500000000000005,13.55,10.05,14.5,19.8,-1.6,7.166666666666667,8.16666666666667,3.4499999999999993,25.65,524.4,285.2,229.4,419.2000000000001,419.2000000000001,169.5,188.7,1458.2,14.600000000000025,81339.04,52624.36,127.1,406.2999999999999,463.7999999999999,219.3,320.7,298.2,2.021795989537925,39.7,36.0,12.9,14.5,1383.22,3108.3700000000003,8178.340000000001,0,1,0,0,59.82035928143713,5.071377245508982
2014,Scotland,Winter_Barley,52507,7.8,5.966666666666666,11.2,17.23333333333333,12.4,0.9666666666666665,4.266666666666667,9.3,6.2,7.733333333333334,13.266666666666666,11.375,13.425,19.1,2.3,6.9333333333333345,7.933333333333332,8.2,24.8,652.2,321.29999999999995,341.6,423.2999999999999,423.2999999999999,274.0,227.1,1738.4,162.89999999999998,103233.68999999996,116690.56,114.3,359.9,456.80000000000007,204.4,334.9,238.9,1.3372365339578456,31.8,10.1,3.8,3.6,2484.72,4531.893333333333,7872.186666666667,0,0,0,0,63.45796407185629,5.283113772455089
2015,Scotland,Winter_Barley,51808,7.8,6.433333333333334,9.933333333333334,15.699999999999998,11.966666666666669,0.8333333333333334,2.2666666666666666,8.233333333333333,5.2,6.1,11.966666666666663,9.125,12.625,16.7,1.0,7.666666666666667,7.466666666666665,3.95,20.9,696.7,400.2,359.2,381.3,381.3,267.5,166.0,1837.4,259.4,160160.03999999998,129024.63999999998,128.0,470.1,388.3,244.1,260.9,293.6,1.0810133630289531,36.8,22.3,6.1000000000000005,11.3,2441.22,4298.426666666666,6096.3099999999995,0,0,1,0,63.16542168674699,5.153915662650602
2016,Scotland,Winter_Barley,48031,6.8,6.366666666666667,10.333333333333334,16.566666666666666,11.466666666666669,0.8999999999999999,2.766666666666667,9.366666666666664,4.866666666666666,6.550000000000001,12.966666666666663,11.125,13.275,17.1,1.2,7.566666666666666,7.200000000000001,5.049999999999999,23.9,559.0,261.4,344.8,321.0,321.0,255.4,259.8,1486.2,106.20000000000005,68329.95999999999,118887.04,115.5,452.7999999999999,393.2,254.8,252.1,344.79999999999995,1.140371229698376,38.5,21.9,15.0,11.1,1712.17,4470.906666666666,6514.013333333333,0,0,0,0,61.86746987951807,5.180060240963855
2017,Scotland,Winter_Barley,47509,7.4,6.266666666666667,11.533333333333331,16.2,11.133333333333333,0.7000000000000001,3.6666666666666665,9.166666666666666,5.433333333333334,7.6,12.683333333333334,11.45,12.925,16.7,1.8,7.866666666666667,7.033333333333333,7.799999999999999,23.049999999999997,388.2999999999999,243.8,408.9,481.9,481.9,256.1,287.0,1522.9,152.70000000000005,59438.439999999995,167199.21000000002,137.1,458.0,374.2,203.9,267.79999999999995,319.1,0.9151381755930544,41.099999999999994,15.1,10.9,5.3,1852.88,5186.215,6062.04,0,0,1,0,63.09090909090909,5.158545454545455
2018,Scotland,Winter_Barley,37542,7.1,5.266666666666667,10.333333333333334,17.866666666666667,11.3,0.0,2.866666666666667,9.5,5.166666666666667,6.6000000000000005,13.683333333333334,11.925,13.975,19.4,-0.4,7.466666666666667,8.366666666666667,7.4,26.05,412.0,232.5,252.3,498.3,498.3,183.1,274.9,1395.1,15.199999999999989,54056.25,63655.29000000001,162.5,460.6,516.0,239.0,300.7,439.6,2.045184304399524,44.9,23.8,8.7,7.1000000000000005,1534.5000000000002,3452.3050000000003,9219.2,0,1,0,0,62.60606060606061,4.973333333333334
2019,Scotland,Winter_Barley,48802,8.2,6.8,10.766666666666666,17.099999999999998,10.433333333333335,1.0,3.2999999999999994,9.833333333333334,4.3999999999999995,7.033333333333332,13.466666666666663,10.0,14.375,18.4,2.4,7.466666666666667,7.266666666666664,6.1,25.4,400.9,335.79999999999995,439.0,382.2000000000001,382.2000000000001,336.5,339.70000000000005,1557.9,274.79999999999995,112761.63999999996,192721.0,141.7,425.9,418.0,247.3,260.1,322.4,0.9521640091116174,35.8,16.6,17.7,9.2,2361.7933333333326,5911.866666666666,7147.799999999999,0,0,1,0,63.353658536585364,4.923841463414634
2020,Scotland,Winter_Barley,43091,7.3,6.266666666666667,11.266666666666666,16.53333333333333,11.566666666666668,1.2333333333333334,2.7999999999999994,9.166666666666666,5.466666666666666,7.033333333333332,12.849999999999998,11.225,12.95,17.2,0.9,8.466666666666667,7.366666666666665,6.900000000000001,23.550000000000004,676.6,227.7,369.5,527.9000000000001,527.9000000000001,246.3,237.7,1801.7,97.20000000000005,51847.28999999999,136530.25,119.2,520.4,384.2,215.5,249.3,349.9,1.0397834912043302,32.3,21.1,5.300000000000001,9.5,1601.4899999999998,4748.074999999999,6352.106666666666,0,0,1,0,63.353658536585364,4.923841463414634
2021,Scotland,Winter_Barley,43246,7.7,4.8,9.933333333333334,17.866666666666664,12.4,-0.4333333333333334,1.8333333333333333,9.8,6.566666666666667,5.883333333333334,13.833333333333332,10.2,14.425,19.2,-0.4,8.1,8.066666666666665,3.0500000000000007,26.5,411.1,294.2,196.7,489.2999999999999,489.2999999999999,156.0,196.9,1391.3,9.100000000000025,86553.64,38690.88999999999,140.6,446.2,460.9,185.2,295.2,308.4,2.34316217590239,48.1,28.1,5.7,21.2,1730.8766666666668,2721.0166666666664,8234.746666666666,0,1,0,0,63.353658536585364,4.923841463414634
2022,Scotland,Winter_Barley,45659,7.9,6.066666666666667,11.433333333333332,17.6,12.466666666666669,0.7333333333333334,3.466666666666667,9.6,6.666666666666667,7.449999999999999,13.6,11.425,14.125,18.1,0.8,7.966666666666665,8.000000000000002,7.350000000000001,25.800000000000004,490.9,270.0,251.0,546.1,546.1,170.3,222.0,1558.0,21.0,72900.0,63001.0,131.7,421.9,456.5,223.0,287.9,297.1,1.8187250996015936,36.3,18.700000000000003,3.8,7.199999999999999,2011.5,3413.6000000000004,8034.400000000001,0,0,0,0,63.353658536585364,4.923841463414634
2023,Scotland,Winter_Barley,46358,7.5,6.733333333333333,10.766666666666666,17.9,11.7,1.3,3.0666666666666664,9.8,5.333333333333333,6.916666666666666,13.85,12.4,13.55,19.4,0.3,7.699999999999999,8.099999999999998,7.049999999999999,26.549999999999997,536.7,248.1,336.70000000000005,506.4,506.4,261.4,273.70000000000005,1627.9,84.80000000000007,61553.61,113366.89000000004,118.1,425.1,485.0,243.3,260.5,393.5,1.4404514404514404,32.6,20.2,12.9,6.4,1716.025,4663.295,8681.5,0,0,0,0,63.353658536585364,4.923841463414634
2024,Scotland,Winter_Barley,42874,7.6,6.7,11.566666666666668,16.0,11.666666666666666,1.2333333333333334,4.466666666666667,8.866666666666665,5.133333333333334,8.016666666666667,12.433333333333334,11.85,13.0,16.6,2.0,7.100000000000001,7.133333333333335,9.05,22.3,576.8,338.70000000000005,380.1,313.8,313.8,288.70000000000005,276.6,1609.4,218.80000000000007,114717.69000000005,144476.01,131.7,368.7,389.9,242.1,250.2,284.9,1.025782688766114,33.5,12.9,12.2,5.5,2715.245000000001,4725.910000000001,6238.4,0,0,1,0,63.353658536585364,4.923841463414634
2004,Northern Ireland,Winter_Barley,4519,6.9,8.133333333333333,12.433333333333332,18.066666666666663,12.766666666666666,2.0,4.466666666666666,10.566666666666666,6.966666666666666,8.45,14.316666666666666,12.375,14.525,18.9,2.4,7.966666666666666,7.5,10.35,27.949999999999996,290.2,214.0,285.5,299.7,299.7,176.3,219.7,1089.4,0.5,45796.0,81510.25,174.7,443.7,404.2000000000001,229.3,269.9,317.6,1.4157618213660246,25.6,6.199999999999999,3.0,0.6,1808.3,4087.4083333333338,7302.546666666667,0,0,0,0,65.40691860465117,7.054883720930232
2005,Northern Ireland,Winter_Barley,4012,6.0,8.0,12.033333333333331,18.266666666666666,13.466666666666669,2.4333333333333336,4.433333333333334,10.766666666666666,6.8999999999999995,8.233333333333334,14.516666666666666,11.875,14.75,18.7,3.8,7.6,7.5,9.7,28.55,307.9,271.3,193.1,301.7,301.7,137.1,180.3,1074.0,35.60000000000002,73603.69,37287.61,136.1,412.6,370.0,238.40000000000003,245.2,307.4,1.916105644743656,19.3,8.100000000000001,6.6,2.2,2233.703333333334,2803.168333333333,6758.666666666666,0,0,0,0,62.0459649122807,6.611169590643275
2006,Northern Ireland,Winter_Barley,4599,6.7,7.9,11.433333333333332,19.533333333333335,14.2,2.0,3.733333333333333,10.733333333333334,7.4,7.583333333333332,15.133333333333336,12.3,15.625,21.7,1.5,7.699999999999999,8.8,7.85,30.4,237.0,329.1,195.4,395.1,395.1,159.2,228.5,1156.6,24.5,108306.81,38181.15999999999,169.6,440.1,508.3,260.4,318.5,375.4,2.601330603889458,22.1,13.9,2.3,3.6,2495.6749999999997,2957.0533333333333,9928.793333333337,0,0,0,0,59.00017647058824,6.033823529411765
2007,Northern Ireland,Winter_Barley,4730,6.2,8.733333333333333,13.5,17.666666666666668,13.833333333333334,2.466666666666667,4.566666666666666,10.033333333333331,7.3,9.033333333333331,13.85,12.075,14.05,17.9,2.2,8.933333333333334,7.633333333333335,12.1,26.549999999999997,328.8,180.3,381.1,200.7,200.7,233.9,162.1,1090.9,61.40000000000009,32508.090000000004,145237.21000000002,150.5,539.3,408.2999999999999,223.2,266.6,366.7999999999999,1.0713723432170033,18.5,6.700000000000001,2.6,1.5,1628.71,5278.235000000001,7213.299999999999,0,0,1,0,59.295,5.751411764705883
2008,Northern Ireland,Winter_Barley,6149,7.0,8.133333333333333,12.6,17.766666666666666,12.300000000000002,1.5,4.233333333333333,10.233333333333333,5.6000000000000005,8.416666666666666,14.0,12.475,14.675,18.3,1.9,8.366666666666667,7.533333333333333,10.25,27.0,326.8,201.6,405.2,341.9,341.9,328.29999999999995,324.29999999999995,1275.4999999999998,106.79999999999995,40642.56,164187.03999999998,153.0,527.4000000000001,346.4,230.3,189.2,393.0,0.8548864758144126,28.799999999999997,9.2,5.0,4.1,1696.7999999999995,5672.8,6154.373333333333,0,0,1,0,58.88229411764706,5.520352941176471
2009,Northern Ireland,Winter_Barley,5120,6.7,6.5,12.5,18.366666666666664,13.333333333333334,0.5333333333333333,4.466666666666666,10.133333333333333,6.6000000000000005,8.483333333333333,14.249999999999998,12.05,14.55,18.7,2.4,8.033333333333335,8.23333333333333,10.45,27.749999999999996,250.1,274.0,358.1,373.8,373.8,298.7,205.4,1255.9999999999998,132.10000000000002,75076.0,128235.61000000002,151.2,452.6,494.0,256.1,262.5,425.2,1.3795029321418597,41.5,5.499999999999999,3.7,0.4,2324.433333333333,5102.924999999999,9073.133333333331,0,0,1,0,56.09473372781065,3.331775147928994
2010,Northern Ireland,Winter_Barley,6767,7.3,4.300000000000001,12.266666666666666,18.3,12.433333333333332,-2.2666666666666666,3.0666666666666664,10.133333333333333,5.2,7.666666666666666,14.216666666666669,12.125,14.175,18.9,0.5,9.2,8.166666666666668,8.1,27.65,217.40000000000003,207.2,243.9,372.2999999999999,372.2999999999999,198.3,224.0,1040.8,48.89999999999998,42931.84,59487.21000000001,175.2,485.7,451.6,298.2,264.0,386.1,1.851578515785158,58.4,19.6,15.1,7.0,1588.533333333333,3467.445,8264.28,0,0,0,0,60.14301775147929,4.752307692307692
2011,Northern Ireland,Winter_Barley,6848,7.1,7.633333333333333,13.3,17.03333333333333,13.833333333333334,1.5,4.833333333333333,8.833333333333334,7.8,9.066666666666666,12.933333333333334,11.2,13.525,17.9,1.6,8.466666666666665,8.199999999999998,12.2,23.799999999999997,358.0,196.6,243.9,463.1,463.1,140.89999999999998,194.2,1261.6,59.5,38651.56000000001,59487.20999999999,168.5,485.2999999999999,398.2,210.4,251.0,317.6,1.6326363263632635,29.699999999999996,9.4,1.4,0.0,1782.506666666667,3154.4399999999996,6782.673333333332,0,0,0,0,60.83821428571429,4.971547619047619
2012,Northern Ireland,Winter_Barley,5323,6.1,8.033333333333333,12.533333333333331,17.2,11.833333333333334,2.6666666666666665,4.166666666666667,9.833333333333334,4.999999999999999,8.35,13.516666666666666,11.175,14.3,18.9,2.4,8.366666666666667,7.366666666666665,10.05,25.549999999999997,315.29999999999995,155.1,395.2999999999999,312.3,312.3,217.1,221.1,1178.0,50.39999999999998,24056.01,156262.08999999997,125.7,466.6,357.0,269.7,262.2,290.5,0.9031115608398684,18.1,9.3,8.200000000000001,6.300000000000001,1295.0849999999998,5343.138333333332,6140.4,0,0,1,0,59.53547619047619,4.883928571428571
2013,Northern Ireland,Winter_Barley,5266,7.0,7.5,9.833333333333334,19.333333333333332,13.033333333333331,1.9333333333333336,2.733333333333333,10.699999999999998,6.566666666666666,6.283333333333333,15.016666666666666,11.325,16.0,21.8,-0.0,7.100000000000001,8.633333333333335,6.1,30.05,360.4,270.9,212.09999999999997,291.0,291.0,127.5,123.8,1134.4,17.000000000000057,73386.80999999998,44986.40999999999,145.29999999999998,396.1,497.2,260.20000000000005,335.5,326.4,2.3441772748703444,23.5,23.3,4.6000000000000005,7.1,1702.1549999999995,3185.0349999999994,9612.533333333333,0,0,0,0,59.82035928143713,5.071377245508982
2014,Northern Ireland,Winter_Barley,6709,7.1,7.400000000000001,12.866666666666667,18.366666666666667,13.933333333333332,1.7333333333333334,5.266666666666667,10.2,6.566666666666666,9.066666666666666,14.283333333333331,12.5,14.55,20.1,2.7,7.6,8.166666666666668,12.2,27.85,487.19999999999993,219.0,261.2,320.1,320.1,204.4,147.0,1287.5000000000002,19.80000000000001,47961.0,68225.43999999999,151.2,365.2999999999999,473.5,267.2,306.3,275.29999999999995,1.8127871362940275,19.3,8.0,1.6,1.1,1985.6,3730.8066666666664,8696.616666666667,0,0,0,0,63.45796407185629,5.283113772455089
2015,Northern Ireland,Winter_Barley,7021,7.7,7.866666666666667,11.7,17.1,13.433333333333332,1.7666666666666666,3.1666666666666665,9.066666666666666,6.333333333333333,7.433333333333334,13.083333333333334,10.675,13.475,17.6,1.6,8.533333333333335,8.033333333333335,7.300000000000001,24.25,443.7999999999999,283.20000000000005,285.29999999999995,305.5,305.5,239.8,166.0,1317.8,68.5,80202.24000000002,81396.08999999997,152.8,494.4,427.8,266.0,250.0,329.9,1.4994742376445849,25.3,13.8,1.6,4.6,2105.1200000000003,3732.675,7315.380000000001,0,0,0,0,63.16542168674699,5.153915662650602
2016,Northern Ireland,Winter_Barley,7628,6.8,8.066666666666666,12.0,18.4,12.9,2.266666666666667,3.766666666666667,10.866666666666667,6.266666666666666,7.883333333333334,14.633333333333333,12.7,14.85,18.6,2.4,8.233333333333333,7.533333333333331,8.649999999999999,28.9,363.4,209.4,254.4,222.3,222.3,165.5,164.2,1049.5,36.200000000000045,43848.35999999999,64719.36,149.39999999999998,481.0,371.4,263.2,240.7,349.0,1.4599056603773584,22.6,11.6,8.6,6.3,1650.77,3722.72,6833.759999999999,0,0,0,0,61.86746987951807,5.180060240963855
2017,Northern Ireland,Winter_Barley,7114,6.8,7.833333333333333,13.266666666666666,18.033333333333335,12.699999999999998,2.3000000000000003,5.033333333333333,10.133333333333333,6.400000000000001,9.15,14.083333333333334,12.9,14.225,18.6,3.4,8.233333333333333,7.900000000000002,12.45,27.25,245.0,187.5,349.4,363.6,363.6,245.6,268.79999999999995,1145.4999999999998,36.89999999999998,35156.25,122080.36,127.1,475.4,405.8,223.6,290.8,367.4,1.1614195764167146,26.3,5.8999999999999995,3.6,0.7,1715.6249999999998,4920.716666666666,7317.926666666667,0,0,0,0,63.09090909090909,5.158545454545455
2018,Northern Ireland,Winter_Barley,5809,6.9,7.233333333333334,11.833333333333334,19.366666666666667,12.6,1.633333333333333,3.9666666666666663,10.566666666666666,6.033333333333334,7.9,14.966666666666669,13.35,15.0,20.1,0.6,7.866666666666667,8.8,9.75,29.9,371.2000000000001,216.0,221.4,269.4,269.4,170.8,154.4,1078.0000000000002,62.60000000000002,46656.0,49017.96,170.10000000000002,429.3,511.0,250.6,284.5,442.5,2.308039747064137,27.7,16.5,4.7,3.9,1706.4,3313.62,9896.366666666669,0,0,0,0,62.60606060606061,4.973333333333334
2019,Northern Ireland,Winter_Barley,7739,8.1,8.4,12.1,18.26666666666667,12.266666666666666,2.866666666666667,4.6000000000000005,10.566666666666666,5.633333333333333,8.35,14.416666666666668,11.175,15.35,19.3,3.4,7.499999999999999,7.700000000000003,10.05,28.25,244.2,293.6,342.0,329.29999999999995,329.29999999999995,235.4,262.8,1209.1,135.60000000000002,86200.96,116964.0,160.10000000000002,356.0,437.19999999999993,277.5,284.5,304.4,1.278362573099415,18.9,5.3,8.9,2.6,2451.56,4930.5,7986.186666666667,0,0,0,0,63.353658536585364,4.923841463414634
2020,Northern Ireland,Winter_Barley,7734,5.8,7.599999999999999,13.033333333333331,17.666666666666668,13.033333333333331,1.9666666666666663,4.066666666666666,10.3,6.566666666666667,8.55,13.983333333333334,12.225,14.25,18.6,2.0,8.966666666666667,7.366666666666669,10.65,26.949999999999996,438.2000000000001,124.5,397.2999999999999,359.0,359.0,274.8,231.7,1319.0000000000002,21.799999999999955,15500.25,157847.28999999995,153.5,558.9000000000001,314.6,261.8,196.6,341.3,0.7918449534356911,17.6,11.3,1.4,3.7,1064.475,5555.578333333333,5557.933333333334,0,0,1,1,63.353658536585364,4.923841463414634
2021,Northern Ireland,Winter_Barley,7944,7.5,7.3,11.666666666666666,19.166666666666668,14.066666666666668,2.033333333333333,3.3333333333333335,10.833333333333334,7.766666666666666,7.5,15.0,11.35,15.725,21.1,1.7,8.333333333333332,8.333333333333334,7.499999999999998,30.0,369.9,208.7,192.7,284.70000000000005,284.70000000000005,154.0,191.8,1056.0,98.60000000000002,43555.689999999995,37133.28999999999,138.6,482.7999999999999,437.19999999999993,207.4,284.6,347.5,2.2688116242864553,22.7,14.5,1.1,11.6,1565.25,2890.5,8379.666666666666,0,0,0,0,63.353658536585364,4.923841463414634
2022,Northern Ireland,Winter_Barley,8604,7.0,7.699999999999999,12.966666666666669,18.9,13.9,2.1,4.633333333333333,10.666666666666666,7.533333333333334,8.8,14.783333333333337,12.55,15.5,20.2,2.0,8.333333333333334,8.233333333333336,11.4,29.35,296.6,207.4,175.9,421.9,421.9,91.5,175.4,1101.8,116.7,43014.76,30940.81,149.2,489.8,409.5,262.79999999999995,290.1,259.20000000000005,2.32802728823195,22.700000000000003,11.9,1.0,4.6,1825.12,2600.388333333334,7739.550000000001,0,0,0,0,63.353658536585364,4.923841463414634
2023,Northern Ireland,Winter_Barley,8340,6.5,8.666666666666666,12.9,19.166666666666668,13.9,3.4,4.866666666666667,11.033333333333331,7.266666666666667,8.883333333333333,15.1,13.875,14.675,21.0,2.7,8.033333333333333,8.133333333333336,11.65,30.299999999999997,315.7,281.2,367.6,415.00000000000006,415.00000000000006,299.8,254.6,1379.5,148.79999999999995,79073.43999999999,135129.76,115.3,391.0,452.00000000000006,266.8,226.2,398.2000000000001,1.2295973884657236,17.0,10.2,4.5,2.5,2497.993333333333,5550.76,8663.333333333336,0,0,1,0,63.353658536585364,4.923841463414634
2024,Northern Ireland,Winter_Barley,6841,6.5,8.533333333333333,12.866666666666664,17.4,13.233333333333334,2.8000000000000003,5.666666666666667,9.8,6.866666666666667,9.266666666666666,13.599999999999998,12.625,14.2,18.1,3.5,7.199999999999998,7.6,12.8,25.799999999999997,264.4,268.6,264.20000000000005,234.49999999999997,234.49999999999997,204.5,193.9,1031.7,32.80000000000007,72145.96,69801.64000000003,143.79999999999998,348.9,356.6,259.0,240.8,254.8,1.3497350492051474,18.6,4.6,6.7,1.5,2489.026666666666,3593.12,6204.84,0,0,0,0,63.353658536585364,4.923841463414634
